rssid,url,db_date,found_date
1713,https://albiladdaily.com/2025/09/29/%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9-%D8%AA%D8%AD%D8%AA%D8%B6%D9%86-%D8%A7%D9%84%D8%AC%D9%88%D9%84%D8%A9-%D8%A7%D9%84%D9%86%D9%87%D8%A7%D8%A6%D9%8A%D8%A9-%D9%86%D8%B2%D8%A7%D9%84%D8%A7%D8%AA/,2025-09-28 23:00:55,2025-09-29 00:00:00
2601,https://www.lebanon24.com/news/lebanon-news/1422914/lebanon24?src=rss-feeds&utm_campaign=Softimpact-Rss-Feeds&utm_source=SI-Rss-Feeds-Documents&utm_term=Softimpact-Rss-Feeds-Documents&utm_medium=SI-Rss-Feeds-1422914,2025-09-29 09:30:52,1900-01-01 12:00:00
2113,https://www.winnipegfreepress.com/arts-and-life/entertainment/celebrities/2025/09/28/cbsa-self-service-kiosks-outage-causing-delays-at-customs-in-some-airports,2025-09-29 04:43:57,2025-09-28 00:00:00
1732,https://www.almowaten.net/2025/09/%D9%81%D9%86%D8%B2%D9%88%D9%8A%D9%84%D8%A7-%D8%AA%D8%B1%D8%AF-%D8%A8%D9%85%D9%86%D8%A7%D9%88%D8%B1%D8%A7%D8%AA-%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A7%D9%86%D8%AA/,2025-09-28 10:01:42,2025-09-29 00:00:00
2279,https://timesofoman.com/article/163263-value-of-fish-caught-in-oman-exceeds-omr307mn,2025-09-28 12:00:00,2025-09-29 00:00:00
10415,https://www.aajeg.com/news/breaking#11982203,2025-09-28 10:51:14,2025-09-29 00:00:00
5363,https://www.independent.co.uk/sport/golf/ryder-cup-2025-live-scores-today-tee-times-europe-usa-b2835118.html,2025-09-28 07:12:07,2025-09-29 09:52:19
10040,https://sarabic.ae/20250929/%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D9%8A%D8%B6%D8%B9-%D8%AE%D8%B7%D9%88%D8%B7%D8%A7-%D8%AD%D9%85%D8%B1%D8%A7%D8%A1-%D9%84%D9%82%D8%A8%D9%88%D9%84-%D8%AE%D8%B7%D8%A9-%D8%AA%D8%B1%D8%A7%D9%85%D8%A8-%D8%A8%D8%B4%D8%A3%D9%86-%D8%BA%D8%B2%D8%A9-1105408452.html,2025-09-29 09:48:00,2025-09-14 08:17:00
4295,http://bahrainnewsapp.com/1/Article/2233/249283936,2025-09-28 22:15:33,2025-09-29 00:59:20
2600,https://www.lebanon24.com/news/lebanon-news/1422832/lebanon24?src=rss-feeds&utm_campaign=Softimpact-Rss-Feeds&utm_source=SI-Rss-Feeds-Documents&utm_term=Softimpact-Rss-Feeds-Documents&utm_medium=SI-Rss-Feeds-1422832,2025-09-29 07:14:31,1900-01-01 12:00:00
